0xFdA93e97CAA77D7D1aaeC698a1a5419D73013313	10622.03277
0x72bF0778874FC88F3e95ADaEcDD983B2Be665476	7633.123667
0xEe7543aDc854E325DB2fa69c49F97E76C17B7f7c	4468.897663
0x7ED6Cb6a49d1d8Fc926B28BE03D99d2dB8c4ea91	2100.611922
0xd18ca6ad07e9D3FF226202c0e22cB4A555B44e74	1700.754197
0x5C89C420A9E82Ea9AEDBaAab03302e39982919b9	1434.079749
0x27D23DDE3573D27f80B8bf7311f8403246FA48Be	601.5180683
0xddD5Eff8001402EbBcF80d1ECcD1b9a6F801e6Aa	446.4008661
0xEE58FCeE1a11D0EC79dDE3116688ca3efBE6B7cC	314.3974042
0x546E1fdbe7776728103cC7B47Ba1c542682F08AE	210.706122
0x2Bb9e536a8d97D8cb8aFB10732763f0a735E84ef	142.5836368
0x7f3B478DD41BcCc3e487e56F0b04644D48574d43	79.98440477
0x67573bc6f0b18BB41da48355f534b296D83D98A8	78.1965855
0xeCfFDB475f09829963D1fDCf98aCAc7174303C07	66.43921482
0x4d5be057de46aAAC13f0A09a97b04bDAc1B23eAb	17.66756892
0xc0AFEF712a1341cA78dA145B2AFAd346E8C3574F	12.71258348
0x643700b0703C013a66d20F85538006fE3d497669	10.99037586
0x00309826dc86140Ef9f11aBFa3742Df035A10934	9.664492079
0xa46B22F00402F9eD3715Cb7c74AdF7ba7BA8F1FE	8.341676074
0xf28eA36e3E68Aff0e8c9bFF8037ba2150312ac48	7.501293662
0x621c82a583093B202AA0c643BacE600601a68a06	6.312024179
0x03adD3ECa3D0Cc46bFe2908894dc3a0C881bb7E4	4.875488302
0xceCbc0D29143C7A710b1C06F4E0213E6fA935e6E	4.720555003
0x0122F83912932a2D3631340168795c42B6716290	4.529351034
0x865FC5C542280C9Dba0D559f67112179e20574D2	2.860821647
0x2238CD876a4686245c9fae47cb69fCb687973610	1.414981302
0xBff86bBe3Ccdf37E7a2c307D5B895ad6F766373A	0.983635743
0xB6F37FeCb21A261f5f2E38463Ab7cAbF1CE5bD23	0.692487873
0xCB04F9F5E1Ac544dfFb0d479b696e7AAdb76dBFB	0.286333677
0x446e8C0af98A03CCC7ce4Af821362b281e787b47	0.27729192
0xe89c6a37a790b1C2391C62005205f982948785cC	0.2090283
0x5cB93dD27016E749CEB05C6D1655eC0007929772	0.157100333
0x38D59b199747A6FeD17407Ee1258Acb242752200	0.043737238
0x7019756d7b9F359D788B78fCEE4423B856d1804F	0.024285595
0xBf47745b95463801A92031C50DAa68579734A89D	0.009819434
